current_action,actual_next_action,top1_hit,top3_hit,train_probability
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Exporter remboursement,Envoi d'une réclamation,0,0,0.004781997187060478
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Changement de Mot de passe,Télécharger le certificat d'adhésion,0,0,0.0075046904315197
Changer l'organisme de rattachement sécu. Social,Ouverture d'un document contractuel,0,0,0.0124282982791587
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Contactez nous : via message (Mes remboursements),envoi d'une demande de résiliation,0,0,0.01718213058419244
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Signature électronique d'un mandat sepa,Changement de Mot de passe,0,0,0.007137192704203013
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Partager un justificatif du PACS,envoi d'une demande de résiliation,0,0,0.003399048266485384
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Exporter remboursement,0,0,0.013292433537832311
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion SSO,Contactez nous : via message (Mes garanties),0,0,0.006364562118126273
Contactez nous : via message (Mes garanties),Télécharger un décompte,0,0,0.003952569169960474
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Signature électronique d'un mandat sepa,envoi d'une demande de résiliation,0,0,0.00105736188210415
envoi d'une demande de résiliation,Changement de Mot de passe,0,0,0.00423728813559322
Envoi d'un document,Ajout de la carte tiers payant dans le wallet,0,0,0.00622938805423232
Envoi d'un document,Télécharger le certificat d'adhésion,0,0,0.015390252839868083
Télécharger le certificat d'adhésion,Ajout de la carte tiers payant dans le wallet,0,0,0.010924369747899159
Envoi carte TP par mail,Ajout de la carte tiers payant dans le wallet,0,0,0.014084507042253521
Envoi d'un document,Télécharger le certificat d'adhésion,0,0,0.015390252839868083
Changer ses informations personnel,Télécharger le certificat d'adhésion,0,0,0.0125
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Télécharger un décompte,Signature électronique d'un mandat sepa,0,0,0.0037105751391465678
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Télécharger un décompte,Partager un justificatif du PACS,0,0,0.010667903525046383
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
Signature électronique d'un mandat sepa,Partager un justificatif du PACS,0,0,0.010837959291567539
Ouverture d'un document contractuel,Changer les coordonnées bancaire,0,0,0.01772589710332901
Télécharger un décompte,Partager un justificatif du PACS,0,0,0.010667903525046383
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion en tant que,SSO Disconnect,0,0,0.016810540663334848
Changer les coordonnées bancaire,Exporter remboursement,0,0,0.013333333333333334
envoi d'une demande de résiliation,demander un renvoi par mail d'échéancier,0,0,0.018361581920903956
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Connexion en tant que,demander un renvoi par mail d'échéancier,0,0,0.003634711494775102
demander un renvoi par mail d'échéancier,Téléchargement de la carte de tiers payant,0,0,0.006048387096774193
Téléchargement de la carte de tiers payant,demander un renvoi par mail d'échéancier,0,0,0.001601708489054992
demander un renvoi par mail d'échéancier,Téléchargement de la carte de tiers payant,0,0,0.006048387096774193
Téléchargement de la carte de tiers payant,demander un renvoi par mail d'échéancier,0,0,0.001601708489054992
demander un renvoi par mail d'échéancier,Téléchargement de la carte de tiers payant,0,0,0.006048387096774193
Téléchargement de la carte de tiers payant,demander un renvoi par mail d'échéancier,0,0,0.001601708489054992
demander un renvoi par mail d'échéancier,Téléchargement de la carte de tiers payant,0,0,0.006048387096774193
Téléchargement de la carte de tiers payant,demander un renvoi par mail d'échéancier,0,0,0.001601708489054992
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Changer l'organisme de rattachement sécu. Social,Partager un justificatif du PACS,0,0,0.010038240917782026
Connexion en tant que,Téléchargement carte TP,0,0,0.009995456610631531
Télécharger un décompte,Renvoi carte TP papier,0,0,0.011595547309833023
Télécharger un décompte,Renvoi carte TP papier,0,0,0.011595547309833023
Envoi d'un document,Renvoi carte TP papier,0,0,0.010260168559912056
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Exporter remboursement,0,0,0.013292433537832311
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Ouverture d'un document contractuel,Changement de Mot de passe,0,0,0.01599654128837008
Signature électronique d'un mandat sepa,Envoi carte TP par mail,0,0,0.006872852233676976
Connexion,Envoi d'un message,0,0,0.00798760133524082
Changer ses informations personnel,Signature électronique d'un mandat sepa,0,0,0.014166666666666666
Connexion en tant que,Envoi d'une réclamation,0,0,0.005906406179009541
Envoi d'une réclamation,Téléchargement de la carte de tiers payant,0,0,0.0011235955056179776
Téléchargement de la carte de tiers payant,Envoi d'une réclamation,0,0,0.0
Envoi d'une réclamation,Téléchargement de la carte de tiers payant,0,0,0.0011235955056179776
Téléchargement de la carte de tiers payant,Envoi d'une réclamation,0,0,0.0
Envoi d'une réclamation,Téléchargement de la carte de tiers payant,0,0,0.0011235955056179776
Téléchargement de la carte de tiers payant,Envoi d'une réclamation,0,0,0.0
Envoi d'une réclamation,Téléchargement de la carte de tiers payant,0,0,0.0011235955056179776
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Changer ses informations personnel,Signature électronique d'un mandat sepa,0,0,0.014166666666666666
Télécharger un décompte,Partager un justificatif du PACS,0,0,0.010667903525046383
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Envoi carte TP par mail,Exporter remboursement,0,0,0.01995305164319249
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion,Déconnexion,0,0,0.007272293752980448
envoi d'une demande de résiliation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.00423728813559322
"Contactez nous : via message (Mon adhésion, Autres)",Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Télécharger un décompte,Changement de Mot de passe,0,0,0.013450834879406308
Envoi d'un document,Télécharger le certificat d'adhésion,0,0,0.015390252839868083
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Ouverture d'un document contractuel,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.00216169476869866
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
Contactez nous : via message (Mes remboursements),Télécharger un décompte,0,0,0.013745704467353952
Connexion SSO,Contactez nous : via message (Mes garanties),0,0,0.006364562118126273
Ouverture d'un document contractuel,Télécharger le certificat d'adhésion,0,0,0.01297016861219196
Ouverture d'un document contractuel,Téléchargement de la carte de tiers payant,0,0,0.016428880242109815
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Connexion,Contactez nous : via message (Ma carte tiers-payant),0,0,0.001072961373390558
Contactez nous : via message (Ma carte tiers-payant),Envoi carte TP par mail,0,0,0.0
Envoi carte TP par mail,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Contactez nous : via message (Ma carte tiers-payant),Envoi carte TP par mail,0,0,0.0
Envoi carte TP par mail,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Contactez nous : via message (Ma carte tiers-payant),Envoi carte TP par mail,0,0,0.0
Envoi carte TP par mail,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Contactez nous : via message (Ma carte tiers-payant),Envoi carte TP par mail,0,0,0.0
Envoi carte TP par mail,Contactez nous : via message (Ma carte tiers-payant),0,0,0.0
Renvoi carte TP papier,Changer ses informations personnel,0,0,0.012915129151291513
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Changer les coordonnées bancaire,Ouverture d'un document contractuel,0,0,0.014933333333333333
Connexion en tant que,Téléchargement carte TP,0,0,0.009995456610631531
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Téléchargement carte TP,Envoi d'un document,0,0,0.016037735849056604
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Ouverture d'un document contractuel,Envoi carte TP par mail,0,0,0.005188067444876783
Connexion,Déconnexion,0,0,0.007272293752980448
Télécharger un décompte,Changement de Mot de passe,0,0,0.013450834879406308
Envoi carte TP par mail,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.005868544600938967
Connexion en tant que,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0013630168105406633
Envoi d'un document,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0014657383657017222
Envoi d'un document,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0014657383657017222
Envoi d'un document,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0014657383657017222
Envoi d'un document,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0014657383657017222
Télécharger un décompte,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0037105751391465678
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00864677907479464
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Connexion SSO,SSO Disconnect,0,0,0.017820773930753563
